"lower";"median";"upper";"time";"item"
0.00259945;0.0918981;8.7494955;0;"extinction_rate"
4.18609875000001e-09;0.0609315;2.80744325;0.155494896914141;"extinction_rate"
4.62639875000004e-14;0.05101875;1.69095225;0.310989793828283;"extinction_rate"
1.57293600000001e-17;0.04481275;1.04668925;0.466484690742424;"extinction_rate"
1.97836850000002e-20;0.0411511;0.763374649999998;0.621979587656566;"extinction_rate"
2.0678935e-22;0.03889005;0.642392574999999;0.777474484570707;"extinction_rate"
1.04282325000001e-23;0.0372381;0.558682425;0.932969381484848;"extinction_rate"
7.09105650000001e-25;0.03570095;0.484104474999999;1.08846427839899;"extinction_rate"
5.85840425000006e-26;0.0340402;0.4350423;1.24395917531313;"extinction_rate"
7.49172875000005e-27;0.03297455;0.386735324999999;1.39945407222727;"extinction_rate"
2.74935800000002e-28;0.0319827;0.357749699999999;1.55494896914141;"extinction_rate"
8.00570650000003e-30;0.0310245;0.341248324999999;1.71044386605556;"extinction_rate"
7.83029775000019e-31;0.030492;0.3307114;1.8659387629697;"extinction_rate"
1.39325625e-31;0.02987185;0.325154825;2.02143365988384;"extinction_rate"
1.24627975000001e-32;0.02953695;0.322805374999999;2.17692855679798;"extinction_rate"
1.25408625000005e-33;0.0291825;0.32217495;2.33242345371212;"extinction_rate"
2.25668350000001e-34;0.02892475;0.321539475;2.48791835062626;"extinction_rate"
2.81340425000001e-35;0.0288036;0.31762775;2.6434132475404;"extinction_rate"
1.7436445e-35;0.02853275;0.321352025;2.79890814445455;"extinction_rate"
2.89173650000005e-36;0.02845315;0.3218297;2.95440304136869;"extinction_rate"
5.29986450000006e-37;0.0282801;0.319259899999999;3.10989793828283;"extinction_rate"
3.05235950000001e-37;0.0280885;0.317052775;3.26539283519697;"extinction_rate"
1.07594725000002e-37;0.0279545;0.321853825;3.42088773211111;"extinction_rate"
3.87026025000009e-38;0.0279393;0.322926075;3.57638262902525;"extinction_rate"
3.93414525000004e-39;0.02782865;0.327926125;3.73187752593939;"extinction_rate"
7.39892475000003e-40;0.02783805;0.33309235;3.88737242285353;"extinction_rate"
3.38240900000005e-40;0.02776715;0.34003945;4.04286731976768;"extinction_rate"
1.3885145e-40;0.02760615;0.34727775;4.19836221668182;"extinction_rate"
4.65397400000001e-42;0.0275147;0.34783555;4.35385711359596;"extinction_rate"
3.35171175000005e-42;0.02746505;0.350128625;4.5093520105101;"extinction_rate"
8.80613075000023e-43;0.02740165;0.35331145;4.66484690742424;"extinction_rate"
5.44650450000002e-43;0.027369;0.35465555;4.82034180433838;"extinction_rate"
2.56017700000003e-43;0.0272573;0.36425845;4.97583670125252;"extinction_rate"
1.62079075000002e-43;0.02717455;0.36692285;5.13133159816667;"extinction_rate"
4.2355745e-44;0.0270982;0.368094725;5.28682649508081;"extinction_rate"
5.91333775000005e-45;0.0270753;0.373102025;5.44232139199495;"extinction_rate"
4.60609525000021e-45;0.02698395;0.374442224999999;5.59781628890909;"extinction_rate"
4.0624962500001e-45;0.02686965;0.37437545;5.75331118582323;"extinction_rate"
2.44562050000005e-45;0.0267669;0.373942449999999;5.90880608273737;"extinction_rate"
8.66607250000005e-46;0.02675835;0.37560805;6.06430097965151;"extinction_rate"
8.27429425000016e-47;0.02657165;0.3801435;6.21979587656566;"extinction_rate"
2.62015775000005e-47;0.02662225;0.384938525;6.3752907734798;"extinction_rate"
1.76894075000004e-48;0.0264943;0.388403799999999;6.53078567039394;"extinction_rate"
2.55292850000009e-49;0.02642255;0.38851015;6.68628056730808;"extinction_rate"
1.66355950000001e-49;0.02626905;0.3807946;6.84177546422222;"extinction_rate"
9.01278350000035e-51;0.0260519;0.376593175;6.99727036113636;"extinction_rate"
3.48611575000009e-52;0.025754;0.369735925;7.1527652580505;"extinction_rate"
2.85402975000003e-52;0.0254976;0.364690924999999;7.30826015496465;"extinction_rate"
3.25893250000028e-53;0.02523495;0.361217775;7.46375505187879;"extinction_rate"
2.12715850000003e-53;0.0250024;0.34946955;7.61924994879293;"extinction_rate"
7.24282375000013e-54;0.02493765;0.346341849999999;7.77474484570707;"extinction_rate"
9.73693250000004e-54;0.0246734;0.33932425;7.93023974262121;"extinction_rate"
4.63749750000009e-54;0.02436925;0.331403075;8.08573463953535;"extinction_rate"
4.1970495000001e-55;0.02420225;0.32790045;8.24122953644949;"extinction_rate"
3.99284575e-55;0.0241227;0.3257257;8.39672443336364;"extinction_rate"
1.16731375000001e-55;0.02398385;0.32309385;8.55221933027778;"extinction_rate"
1.02200975e-55;0.0237633;0.322549375;8.70771422719192;"extinction_rate"
4.24117875e-56;0.02357845;0.320608725;8.86320912410606;"extinction_rate"
4.70812000000015e-56;0.0233716;0.312335075;9.0187040210202;"extinction_rate"
6.33522650000008e-56;0.0233089;0.31219545;9.17419891793434;"extinction_rate"
1.93417300000002e-56;0.0232766;0.312371375;9.32969381484848;"extinction_rate"
1.28587105000017e-57;0.02316455;0.31187805;9.48518871176262;"extinction_rate"
1.49427825000005e-58;0.02311575;0.315189874999999;9.64068360867677;"extinction_rate"
1.44510500000003e-58;0.02303125;0.31681335;9.79617850559091;"extinction_rate"
2.2706407500001e-59;0.0229415;0.318700499999999;9.95167340250505;"extinction_rate"
2.21726000000001e-60;0.0228928;0.318361725;10.1071682994192;"extinction_rate"
2.23662100000002e-60;0.0227542;0.319136425;10.2626631963333;"extinction_rate"
8.85832775000003e-61;0.02267585;0.31424625;10.4181580932475;"extinction_rate"
9.48829200000002e-62;0.02253755;0.31108575;10.5736529901616;"extinction_rate"
