"lower";"median";"upper";"time";"item"
0.00110174925;0.609133;5.049569;0;"extinction_rate"
1.35481325000002e-45;0.01364815;1.29892125;0.480879297063636;"extinction_rate"
1.36907625e-64;0.00896965;0.42534795;0.961758594127273;"extinction_rate"
5.97412725e-75;0.007523765;0.243023974999999;1.44263789119091;"extinction_rate"
6.50593675000001e-81;0.00674312;0.1865291;1.92351718825455;"extinction_rate"
5.2150317500003e-88;0.00622955;0.1570268;2.40439648531818;"extinction_rate"
6.97104325000015e-91;0.005885945;0.1444057;2.88527578238182;"extinction_rate"
7.63943850000005e-95;0.005571465;0.134644125;3.36615507944545;"extinction_rate"
1.67730950000011e-98;0.005376595;0.128273725;3.84703437650909;"extinction_rate"
2.67120825000015e-102;0.005126345;0.1240297;4.32791367357273;"extinction_rate"
4.27681650000007e-106;0.005003905;0.121376875;4.80879297063636;"extinction_rate"
3.26371525000002e-109;0.00489069;0.120833;5.2896722677;"extinction_rate"
2.65650050000001e-113;0.00479464;0.12176225;5.77055156476364;"extinction_rate"
2.79259200000019e-117;0.004685835;0.121453925;6.25143086182727;"extinction_rate"
4.24024425000007e-119;0.004619625;0.120708;6.73231015889091;"extinction_rate"
2.46982775000005e-122;0.004590435;0.120671675;7.21318945595455;"extinction_rate"
6.49213375000015e-127;0.004557065;0.12221515;7.69406875301818;"extinction_rate"
3.62765450000009e-129;0.00450351;0.1211732;8.17494805008182;"extinction_rate"
1.88675125000033e-130;0.00441569;0.1211146;8.65582734714545;"extinction_rate"
7.39675900000009e-131;0.004362735;0.120149875;9.13670664420909;"extinction_rate"
6.34758800000211e-135;0.004306615;0.120463775;9.61758594127273;"extinction_rate"
1.18368525000002e-139;0.004263555;0.121081775;10.0984652383364;"extinction_rate"
1.6174445e-143;0.004252575;0.12326735;10.5793445354;"extinction_rate"
4.0169720000007e-145;0.004207225;0.1232144;11.0602238324636;"extinction_rate"
3.98822775000001e-147;0.004200005;0.124399;11.5411031295273;"extinction_rate"
2.63943800000002e-150;0.004196285;0.125381775;12.0219824265909;"extinction_rate"
3.51007225000015e-153;0.00418211;0.126544325;12.5028617236545;"extinction_rate"
6.95029400000006e-156;0.004154965;0.1285382;12.9837410207182;"extinction_rate"
2.38056200000004e-156;0.004158235;0.130710825;13.4646203177818;"extinction_rate"
1.67952225000001e-157;0.00416572;0.13128025;13.9454996148455;"extinction_rate"
1.88105925000052e-161;0.00415308;0.132920325;14.4263789119091;"extinction_rate"
9.74164325000076e-164;0.004158255;0.138022475;14.9072582089727;"extinction_rate"
1.66963790000072e-166;0.004110015;0.140682975;15.3881375060364;"extinction_rate"
1.95303825000001e-168;0.00407288;0.14187445;15.8690168031;"extinction_rate"
7.08258700000007e-168;0.004073385;0.14590695;16.3498961001636;"extinction_rate"
2.73906825000045e-170;0.004109565;0.15133415;16.8307753972273;"extinction_rate"
4.77188325000015e-172;0.00408843;0.15466575;17.3116546942909;"extinction_rate"
3.75676975e-173;0.004052;0.154913975;17.7925339913545;"extinction_rate"
6.18387175000032e-176;0.004040815;0.156151025;18.2734132884182;"extinction_rate"
2.14960750000012e-177;0.003998475;0.158274775;18.7542925854818;"extinction_rate"
4.77420400000009e-180;0.00399244;0.161617824999999;19.2351718825455;"extinction_rate"
2.57995800000014e-181;0.003972665;0.163052075;19.7160511796091;"extinction_rate"
2.43257575000003e-181;0.00394087;0.1636299;20.1969304766727;"extinction_rate"
3.11942675000043e-181;0.003941835;0.164792124999999;20.6778097737364;"extinction_rate"
4.78220200000024e-184;0.00391818;0.164919;21.1586890708;"extinction_rate"
1.03586717500011e-186;0.0038968;0.16866715;21.6395683678636;"extinction_rate"
7.75812700000057e-189;0.003872395;0.167869749999999;22.1204476649273;"extinction_rate"
3.93326050000016e-189;0.003808395;0.1669748;22.6013269619909;"extinction_rate"
2.35674200000001e-191;0.003802065;0.164627725;23.0822062590545;"extinction_rate"
2.43923525000012e-193;0.003813315;0.166720299999999;23.5630855561182;"extinction_rate"
3.9126327500003e-195;0.003791805;0.16425505;24.0439648531818;"extinction_rate"
7.49397500000013e-197;0.003744265;0.166029375;24.5248441502455;"extinction_rate"
9.26263775000337e-202;0.00371321;0.1655763;25.0057234473091;"extinction_rate"
2.96499825000015e-201;0.00368463;0.16396565;25.4866027443727;"extinction_rate"
1.09240462500006e-205;0.003673875;0.162987775;25.9674820414364;"extinction_rate"
5.24955600000018e-208;0.00363523;0.163818425;26.4483613385;"extinction_rate"
6.53918650000052e-212;0.00365452;0.164471275;26.9292406355636;"extinction_rate"
8.98914550000385e-213;0.003622975;0.166065025;27.4101199326273;"extinction_rate"
8.56644450000002e-211;0.00361427;0.166657325;27.8909992296909;"extinction_rate"
2.75366050000007e-213;0.003564605;0.16671075;28.3718785267545;"extinction_rate"
1.32494575000016e-215;0.003544085;0.1662299;28.8527578238182;"extinction_rate"
1.26157675000005e-215;0.003518655;0.167151075;29.3336371208818;"extinction_rate"
1.70421690000073e-218;0.00347875;0.165950425;29.8145164179455;"extinction_rate"
5.03674200000004e-220;0.003460645;0.164507125;30.2953957150091;"extinction_rate"
2.73933325000011e-220;0.003445355;0.162930425;30.7762750120727;"extinction_rate"
4.74098325000224e-221;0.003451115;0.1623934;31.2571543091364;"extinction_rate"
5.29300775000009e-225;0.00342712;0.16112335;31.7380336062;"extinction_rate"
2.70557625000002e-228;0.003402375;0.15791815;32.2189129032636;"extinction_rate"
1.09304447500036e-229;0.003374705;0.155221925;32.6997922003273;"extinction_rate"
1.34353700000005e-231;0.003345765;0.15389785;33.1806714973909;"extinction_rate"
1.91070800000023e-231;0.00331481;0.151477075;33.6615507944545;"extinction_rate"
1.3803747500002e-232;0.003287585;0.148114;34.1424300915182;"extinction_rate"
1.56243182500069e-230;0.00322553;0.145512175;34.6233093885818;"extinction_rate"
6.39266525000244e-233;0.00320225;0.141753475;35.1041886856455;"extinction_rate"
8.42936550000058e-235;0.00315693;0.139264525;35.5850679827091;"extinction_rate"
8.15599450000177e-234;0.00311798;0.135849875;36.0659472797727;"extinction_rate"
1.56358150000012e-238;0.00307034;0.133198975;36.5468265768364;"extinction_rate"
4.87191925000098e-242;0.00304879;0.1300846;37.0277058739;"extinction_rate"
1.02042792500037e-241;0.00303448;0.129508125;37.5085851709636;"extinction_rate"
6.19298725000001e-243;0.003016515;0.126310999999999;37.9894644680273;"extinction_rate"
1.34890275000001e-245;0.002983865;0.127329875;38.4703437650909;"extinction_rate"
1.69312750000004e-247;0.002919225;0.123368875;38.9512230621545;"extinction_rate"
1.60662100000034e-249;0.00290311;0.1217807;39.4321023592182;"extinction_rate"
7.0462715e-254;0.002860365;0.120785275;39.9129816562818;"extinction_rate"
4.01980975000015e-255;0.002826895;0.11976715;40.3938609533455;"extinction_rate"
7.74816025000083e-254;0.0028244;0.118935275;40.8747402504091;"extinction_rate"
3.09414500000003e-253;0.00280293;0.1174304;41.3556195474727;"extinction_rate"
6.67414025000024e-255;0.002809355;0.116728975;41.8364988445364;"extinction_rate"
1.68511775000009e-255;0.00280418;0.116696925;42.3173781416;"extinction_rate"
